scenario_COMET_score,excuse_COMET_score
0.8513729450994469,0.8481122998922479
0.8466832637786865,0.8423482179641724
0.8466832637786865,0.8835955858230591
0.8466832637786865,0.8716168999671936
0.846683144569397,0.8873887658119202
0.8970421552658081,0.864766001701355
0.8970421552658081,0.8208221197128296
0.8970421552658081,0.8469133973121643
0.8970421552658081,0.8662282228469849
0.8462279438972473,0.7095227241516113
0.8462279438972473,0.8847391605377197
0.8462278246879578,0.8665336966514587
0.8462279438972473,0.8843681812286377
0.8593714237213135,0.8874204754829407
0.8593714237213135,0.887123703956604
0.8593714237213135,0.6368273496627808
0.8593714237213135,0.6526338458061218
0.8867008686065674,0.8775556683540344
0.8867008686065674,0.8822168707847595
0.8867008686065674,0.8861769437789917
0.8867008686065674,0.8711652755737305
0.8799885511398315,0.8864127993583679
0.8799885511398315,0.8576234579086304
0.8799885511398315,0.8430257439613342
0.8799886703491211,0.888533353805542
0.8877013325691223,0.7878429889678955
0.8877013325691223,0.8486584424972534
0.8877013325691223,0.804153323173523
0.8877013325691223,0.4573349058628082
0.8858158588409424,0.7702202796936035
0.8858158588409424,0.8663575053215027
0.8858158588409424,0.877633273601532
0.8858158588409424,0.8476491570472717
0.8660299777984619,0.8834257125854492
0.8660299777984619,0.8639739751815796
0.8660299777984619,0.8762155771255493
0.8660299777984619,0.8658952713012695
0.8715222477912903,0.6619420051574707
0.8715222477912903,0.8863033056259155
0.8715222477912903,0.872791051864624
0.8715222477912903,0.8874039649963379
0.8818791508674622,0.8788366317749023
0.8818791508674622,0.7357487082481384
0.8818792104721069,0.8851707577705383
0.8818792104721069,0.8439434766769409
0.8914435505867004,0.8921594023704529
0.8914435505867004,0.7369627952575684
0.8914435505867004,0.887783408164978
0.8914435505867004,0.8878759145736694
0.8686651587486267,0.74283766746521
0.8686651587486267,0.8793075084686279
0.8686651587486267,0.8939410448074341
0.8686651587486267,0.8443609476089478
0.8638145923614502,0.8691490292549133
0.863814651966095,0.7585564851760864
0.863814651966095,0.8928273916244507
0.8638145923614502,0.893746018409729
0.8382608890533447,0.8764509558677673
0.8382608890533447,0.8866998553276062
0.8382608890533447,0.8869563341140747
0.8382608890533447,0.8819080591201782
0.8908474445343018,0.8809029459953308
0.8908474445343018,0.8952134251594543
0.8908474445343018,0.7311234474182129
0.8908474445343018,0.5872471332550049
0.8073120713233948,0.8664546608924866
0.8073120713233948,0.8836151361465454
0.8073120713233948,0.894696056842804
0.8073120713233948,0.7713519334793091
0.8919255137443542,0.891359806060791
0.8919255137443542,0.8552004098892212
0.8919255137443542,0.8967342376708984
0.8919255137443542,0.886630654335022
0.8847591280937195,0.7273902297019958
0.8847591280937195,0.8310821652412415
0.8847591280937195,0.8776962757110596
0.8847591280937195,0.7851656675338745
0.769075870513916,0.726291835308075
0.769075870513916,0.7103407382965088
0.769075870513916,0.8623102903366089
0.769075870513916,0.7041645050048828
0.891732931137085,0.8946142196655273
0.891732931137085,0.8925812244415283
0.891732931137085,0.8863850831985474
0.891732931137085,0.8761628866195679
0.7968072891235352,0.8857717514038086
0.7968072891235352,0.6751171350479126
0.7968072891235352,0.8818010091781616
0.7968072891235352,0.5626552700996399
0.8131425976753235,0.8816398978233337
0.8131425976753235,0.892440140247345
0.8131425976753235,0.8908432722091675
0.8131425976753235,0.8826190233230591
0.8560713529586792,0.7849641442298889
0.8560713529586792,0.8714604377746582
0.8560713529586792,0.8765484690666199
0.8560713529586792,0.8543933629989624
0.7504091262817383,0.8831787705421448
0.7504091262817383,0.6112903356552124
0.7504091262817383,0.8018063306808472
0.7504087090492249,0.8849868774414062
0.8356457948684692,0.867576003074646
0.8356457948684692,0.4813459813594818
0.8356457948684692,0.883507490158081
0.8356457948684692,0.8809329271316528
0.8961858749389648,0.8041027784347534
0.8961858749389648,0.4825744926929474
0.8961858749389648,0.8698403835296631
0.8961858749389648,0.8372930884361267
0.7838809490203857,0.678983747959137
0.7838809490203857,0.8871111869812012
0.7838809490203857,0.7689648866653442
0.7838809490203857,0.8579649925231934
0.8889157772064209,0.876570999622345
0.8889157772064209,0.883703887462616
0.8889157772064209,0.8872876763343811
0.8889157772064209,0.8161540031433105
0.8586336970329285,0.8792949914932251
0.8586336970329285,0.8835538029670715
0.8586336970329285,0.8870989084243774
0.8586336970329285,0.8697874546051025
0.8942142724990845,0.9002846479415894
0.8942142724990845,0.8859618306159973
0.8942142724990845,0.8846181035041809
0.8942142724990845,0.8738806247711182
0.8953427672386169,0.6210502982139587
0.8953427672386169,0.856494665145874
0.8953427672386169,0.5837293863296509
0.8953427672386169,0.8753997683525085
0.7957644462585449,0.8851532936096191
0.7957644462585449,0.8229217529296875
0.7957644462585449,0.8620845079421997
0.7957644462585449,0.7831530570983887
0.8205644488334656,0.8762328028678894
0.8205644488334656,0.7847800850868225
0.8205644488334656,0.8654108047485352
0.8205644488334656,0.8887733817100525
0.8663926124572754,0.8651747703552246
0.8663926124572754,0.8875426054000854
0.8663926124572754,0.8809274435043335
0.8663926124572754,0.8849549293518066
0.8732599020004272,0.8652929067611694
0.8732599020004272,0.871955156326294
0.8732599020004272,0.8617648482322693
0.8732599020004272,0.6505277156829834
0.7534278631210327,0.8420969247817993
0.7534278631210327,0.8546978831291199
0.7534278631210327,0.6853431463241577
0.7534278631210327,0.8360581398010254
0.8817570209503174,0.897121012210846
0.8817570209503174,0.8901580572128296
0.8817570209503174,0.8762531280517578
0.8817570209503174,0.874880850315094
0.8783734440803528,0.7418691515922546
0.8783734440803528,0.869997501373291
0.8783734440803528,0.8729851245880127
0.8783734440803528,0.8787294626235962
0.8420217037200928,0.759608805179596
0.8420217037200928,0.6756637096405029
0.8420217037200928,0.8153027296066284
0.8420217037200928,0.8913755416870117
0.6510249376296997,0.8576716184616089
0.6510249376296997,0.895250141620636
0.6510249376296997,0.8677371740341187
0.6510249376296997,0.863933265209198
0.8527978658676147,0.8725525140762329
0.8527978658676147,0.8983064889907837
0.8527975678443909,0.8794656991958618
0.8527975678443909,0.8867430090904236
0.8873308897018433,0.8649463653564453
0.8873308897018433,0.8713545799255371
0.8873308897018433,0.6120800971984863
0.8873308897018433,0.4940809905529022
0.7713212966918945,0.8765625357627869
0.7713212966918945,0.8551514148712158
0.7713212966918945,0.8708764910697937
0.7713212966918945,0.7871028184890747
0.8729145526885986,0.8769265413284302
0.8729145526885986,0.8833500146865845
0.8729145526885986,0.8493435382843018
0.8729145526885986,0.8784604072570801
0.8437821865081787,0.892641544342041
0.8437821865081787,0.8722590208053589
0.8437821865081787,0.862531304359436
0.8437821865081787,0.878013014793396
0.8919899463653564,0.8602837920188904
0.8919899463653564,0.8806024789810181
0.8919899463653564,0.8894927501678467
0.8919899463653564,0.7865978479385376
0.878814160823822,0.8380429744720459
0.878814160823822,0.8105880618095398
0.878814160823822,0.6738314628601074
0.878814160823822,0.8072454929351807
0.8795770406723022,0.8579907417297363
0.8795770406723022,0.8743522763252258
0.8795770406723022,0.8778104186058044
0.8795770406723022,0.8746361136436462
0.7953457236289978,0.8871692419052124
0.7953457236289978,0.8791054487228394
0.7953457236289978,0.8618425130844116
0.7953457236289978,0.8758330345153809
0.8890355825424194,0.8799795508384705
0.8890355825424194,0.8990947604179382
0.8890355825424194,0.8885750770568848
0.8890355825424194,0.8906094431877136
0.891667366027832,0.6093549132347107
0.891667366027832,0.744543731212616
0.891667366027832,0.8885985612869263
0.891667366027832,0.8906578421592712
0.8824118971824646,0.8706273436546326
0.8824119567871094,0.8650287985801697
0.8824118971824646,0.8266770839691162
0.8824118971824646,0.8114814758300781
0.8626735210418701,0.8887994289398193
0.8626735210418701,0.8949799537658691
0.8626735210418701,0.853545069694519
0.8626735210418701,0.8982099294662476
0.8172428011894226,0.8907333612442017
0.8172428011894226,0.8567531704902649
0.8172428011894226,0.8827535510063171
0.8172428011894226,0.8817437887191772
0.8754642009735107,0.8939912915229797
0.8754642009735107,0.8844350576400757
0.8754642009735107,0.8884467482566833
0.8754642009735107,0.8899610638618469
0.6993539333343506,0.814672589302063
0.6993536353111267,0.8833996057510376
0.699353814125061,0.8743602633476257
0.699353814125061,0.8856457471847534
0.8913946151733398,0.8903940916061401
0.8913946151733398,0.8659863471984863
0.8913946151733398,0.8944458961486816
0.8913946151733398,0.8625071048736572
0.8672966957092285,0.8576355576515198
0.8672966957092285,0.8420702219009399
0.8672966957092285,0.8400859832763672
0.8672966957092285,0.8636864423751831
0.8938390016555786,0.8582274913787842
0.8938390016555786,0.8831886649131775
0.8938390016555786,0.8523958921432495
0.8938390016555786,0.8837279081344604
0.8674787282943726,0.835490882396698
0.8674787282943726,0.836296796798706
0.8674787282943726,0.8792061805725098
0.8674787282943726,0.8916445970535278
0.7790313363075256,0.8799500465393066
0.7790313363075256,0.8672088384628296
0.7790313363075256,0.8480682373046875
0.7790313363075256,0.8938227891921997
0.8856579661369324,0.828045129776001
0.8856579661369324,0.865181028842926
